Currency_Code,Currency_Description," Number of FCEs
 ",National_Average_Unit_Cost,Total Costs,No. Data Submissions,
YF03A,"Percutaneous Multiple Drainage of Abdominal Abscess, with CC Score 5+",19,12667.00,240672.00,17,"£1,868,274.36"
YF03B,"Percutaneous Multiple Drainage of Abdominal Abscess, with CC Score 0-4",12,8180.00,98164.00,11,"£1,701,052.18"
YF04A,"Percutaneous Single Drainage of Abdominal Abscess, with CC Score 5+",108,8439.00,911441.00,57,"£2,773,889.39"
YF04B,"Percutaneous Single Drainage of Abdominal Abscess, with CC Score 2-4",83,4905.00,407104.00,51,"£1,046,754.05"
YF04C,"Percutaneous Single Drainage of Abdominal Abscess, with CC Score 0-1",101,1870.00,188881.00,56,"£2,785,119.95"
YF05Z,Percutaneous Biopsy of Abdominal Cavity,478,972.00,464817.00,100,"£8,625,501.74"
YG01A,"Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 2+",368,2528.00,930487.00,28,"£490,612.87"
YG01B,"Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 0-1",353,2618.00,924221.00,29,"£1,605,223.00"
YG02Z,"Percutaneous Insertion of Multiple Stents, into Hepatic or Bile Ducts",65,7273.00,472715.00,32,"£340,364.33"
YG03A,"Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 4+",52,10642.00,553389.00,33,"£594,517.95"
YG03B,"Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 0-3",57,6049.00,344811.00,35,"£530,016.06"
YG04A,"Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 4+",31,4691.00,145411.00,24,"£6,703,548.77"
YG04B,"Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 0-3",54,2899.00,156553.00,29,"£544,317.71"
YG05A,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 4+",107,4718.00,504877.00,52,"£1,212,283.96"
YG05B,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 0-3",194,2772.00,537781.00,65,"£1,819,047.89"
YG06Z,Percutaneous Drainage of Hepatobiliary System,194,1634.00,316987.00,63,"£3,158,338.82"
YG07A,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",88,4818.00,424002.00,37,"£4,533,140.67"
YG07B,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",131,2400.00,314362.00,41,"£1,866,097.05"
YG10Z,Percutaneous Transvascular Biopsy of Lesion of Liver,117,1975.00,231096.00,34,"£45,600.71"
YG11A,"Percutaneous Punch Biopsy of Lesion of Liver, 19 years and over","1,874",930.00,1742268.00,117,"£63,479.42"
YG11B,"Percutaneous Punch Biopsy of Lesion of Liver, 18 years and under",345,2635.00,909171.00,17,"£108,942.43"
YG12Z,"Other Percutaneous Diagnostic, Hepatobiliary or Pancreatic Procedures",182,1293.00,235375.00,64,"£183,591.57"
YH01Z,"Percutaneous Vertebroplasty of, Three or More Levels of Spine",112,4603.00,515491.00,29,"£242,175.73"
YH02Z,Percutaneous Vertebroplasty of Two Levels of Spine,134,3405.00,456214.00,40,"£3,107,726.19"
YH03Z,Percutaneous Vertebroplasty of One Level of Spine,475,3272.00,1554105.00,53,"£3,856,910.79"
YH10Z,Percutaneous Biopsy of Extradural Spinal Lesion,95,1962.00,186381.00,39,"£18,746,303.61"
YH20Z,Percutaneous Ablation of Lesion of Bone,72,2841.00,204525.00,18,"£17,383,004.75"
YH30A,"Percutaneous Aspiration of Joint, 19 years and over",524,1244.00,651729.00,110,"£808,347.96"
YH30B,"Percutaneous Aspiration of Joint, 18 years and under",15,1430.00,21446.00,12,"£912,674.27"
YH31A,"Percutaneous Biopsy of Lesion of Bone, 19 years and over",252,1467.00,369780.00,75,"£698,771.56"
YH31B,"Percutaneous Biopsy of Lesion of Bone, 18 years and under",125,2165.00,270658.00,18,"£933,342.02"
YH32A,"Percutaneous Biopsy of, Lesion of Muscle or Connective Tissue, 19 years and over",220,2878.00,633194.00,52,"£1,587,138.15"
YH32B,"Percutaneous Biopsy of, Lesion of Muscle or Connective Tissue, 18 years and under",67,2404.00,161054.00,18,"£3,975,675.16"
YJ03Z,Biopsy of Lesion of Breast and Associated Lymph Nodes,3,506.00,1517.00,2,"£3,166,743.74"
YJ04Z,Core Needle Biopsy of Axillary Lymph Nodes,"1,096",2878.00,3154805.00,115,"£1,299,760.16"
YJ08Z,Fine Needle Aspiration of Axillary Lymph Nodes,4,908.00,3634.00,4,"£1,144,382.73"
YJ09Z,Vacuum Assisted Biopsy or Excision of Lesion of Breast,225,528.00,118814.00,11,"£1,950,989.10"
YJ11Z,Drainage of Lesion of Breast or Associated Lymph Nodes,124,1801.00,223367.00,62,"£1,078,300.98"
YJ12Z,"Insertion of, Wire or Marker, for Localisation of Breast Lesion",2,1575.00,3150.00,2,"£1,571,281.49"
YJ13Z,Ultrasound Guided Core Needle Biopsy of Lesion of Breast,43,711.00,30575.00,19,"£2,508,092.74"
YJ14Z,Stereotactic Core Needle Biopsy of Lesion of Breast,3,830.00,2490.00,3,"£2,308,215.09"
YJ15Z,Fine Needle Aspiration of Lesion of Breast,49,1093.00,53557.00,24,"£487,366.18"
YL01Z,Complex Percutaneous Ablation of Lesion of Kidney,199,3882.00,772542.00,14,"£432,307.72"
YL02Z,Standard Percutaneous Ablation of Lesion of Kidney,247,2888.00,713221.00,25,"£338,675.56"
YL10Z,"Bilateral or Multiple, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",453,1635.00,740778.00,102,"£335,065.69"
YL11Z,"Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy","1,310",1412.00,1849960.00,120,"£416,643.29"
YL12Z,"Percutaneous, Attention to or Removal of, Ureteric Stent or Nephrostomy",188,1003.00,188497.00,67,"£397,521.32"
YL20A,"Percutaneous Needle Biopsy of Lesion of Kidney, 19 years and over","1,766",854.00,1508223.00,89,"£518,709.39"
YL20B,"Percutaneous Needle Biopsy of Lesion of Kidney, 18 years and under",178,1818.00,323609.00,19,"£380,589.38"
YL21Z,Other Percutaneous Urinary Tract Procedures,24,1382.00,33167.00,18,"£484,712.91"
YL30Z,Percutaneous Ablation of Lesion of Prostate,69,2741.00,189114.00,7,"£2,253,948.46"
YQ04A,"Multiple Open Procedures, on Aorta or Abdominal Blood Vessels, with CC Score 4+",202,11309.00,2284424.00,60,"£446,866.89"
YQ04B,"Multiple Open Procedures, on Aorta or Abdominal Blood Vessels, with CC Score 0-3",66,8814.00,581741.00,34,"£399,631.95"
YQ05A,"Single Open Procedure, on Aorta or Abdominal Blood Vessel, with CC Score 4+",329,8960.00,2947749.00,84,"£1,895,061.04"
YQ05B,"Single Open Procedure, on Aorta or Abdominal Blood Vessel, with CC Score 0-3",222,7533.00,1672397.00,74,"£16,584.59"
YQ06Z,Open Repair of Thoracoabdominal Aortic Aneurysm,47,27138.00,1275500.00,13,"£259,104.58"
YQ07A,"Open Repair of Suprarenal Aortic Aneurysm, with CC Score 7+",96,11856.00,1138177.00,33,"£1,072,768.06"
YQ07B,"Open Repair of Suprarenal Aortic Aneurysm, with CC Score 0-6",74,7539.00,557913.00,34,"£732,824.18"
YQ08A,Complex Open Repair of Abdominal Aortic Aneurysm with CC Score 7+,110,12194.00,1341386.00,43,"£847,323.22"
YQ08B,Complex Open Repair of Abdominal Aortic Aneurysm with CC Score 0-6,71,7521.00,533960.00,30,"£329,029.61"
YQ09A,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 7+,347,9002.00,3123820.00,55,"£856,923.39"
YQ09B,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 4-6,318,7549.00,2400552.00,57,"£189,061.20"
YQ09C,Standard Open Repair of Abdominal Aortic Aneurysm with CC Score 0-3,270,7733.00,2087793.00,50,"£798,946.34"
YQ10A,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 11+,222,13023.00,2891211.00,52,"£114,833.76"
YQ10B,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 7-10,410,9302.00,3813665.00,59,"£327,484.15"
YQ10C,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 4-6,479,8035.00,3848628.00,62,"£263,737.37"
YQ10D,Multiple Open Procedures on Blood Vessels of Lower Limbs with CC Score 0-3,344,7510.00,2583286.00,61,
YQ11A,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 7+",284,9383.00,2664676.00,59,
YQ11B,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 4-6",265,8099.00,2146247.00,57,
YQ11C,"Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention, with CC Score 0-3",188,7614.00,1431470.00,50,
YQ12A,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 11+,189,9303.00,1758318.00,49,
YQ12B,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 7-10,450,7040.00,3167788.00,62,
YQ12C,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,746,6476.00,4831225.00,76,
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,768,6013.00,4617636.00,86,
YQ13A,Bypass to Tibial Arteries with CC Score 7+,95,9329.00,886246.00,38,
YQ13B,Bypass to Tibial Arteries with CC Score 0-6,157,9048.00,1420526.00,51,
YQ14Z,"Open Treatment of, Primary or Recurrent, Bilateral Varicose Veins",121,3302.00,399506.00,41,
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,43,3065.00,131786.00,25,
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,309,2494.00,770675.00,69,
YQ20A,Amputation of Multiple Limbs with CC Score 10+,54,28435.00,1535468.00,34,
YQ20B,Amputation of Multiple Limbs with CC Score 0-9,30,12615.00,378458.00,21,
YQ21A,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 10+",50,25940.00,1297001.00,30,
YQ21B,"Amputation of Single Limb with Other Blood Vessel Procedure, with CC Score 0-9",31,16850.00,522356.00,23,
YQ22A,Amputation of Single Limb with CC Score 10+,335,11120.00,3725088.00,64,
YQ22B,Amputation of Single Limb with CC Score 0-9,517,7695.00,3978212.00,86,
YQ23A,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 8+",79,11247.00,888535.00,39,
YQ23B,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 0-7",67,4670.00,312883.00,38,
YQ24A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 8+",87,14422.00,1254678.00,42,
YQ24B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure, with CC Score 0-7",50,10232.00,511620.00,30,
YQ25A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 8+",64,11376.00,728049.00,32,
YQ25B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention, with CC Score 0-7",28,6538.00,183064.00,20,
YQ26A,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 8+",630,5028.00,3167752.00,93,
YQ26B,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 5-7",427,3509.00,1498154.00,92,
YQ26C,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",500,3662.00,1830845.00,100,
YQ30Z,"Multiple Open Procedures, on Carotid Artery or Blood Vessels of Upper Limbs",150,7047.00,1056977.00,55,
YQ31A,Single Open Procedure on Carotid Artery with CC Score 5+,901,5279.00,4756618.00,64,
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,"1,607",5250.00,8437310.00,70,
YQ32A,"Single Open Procedure, on Blood Vessel or Upper Limb with CC Score 5+",138,6228.00,859410.00,60,
YQ32B,"Single Open Procedure, on Blood Vessel or Upper Limb with CC Score 0-4",221,4662.00,1030214.00,68,
YQ40Z,Sympathectomy,71,3307.00,234766.00,36,
YQ41A,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 2+",131,6445.00,844293.00,64,
YQ41B,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 0-1",172,2899.00,498708.00,46,
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures","2,739",2869.00,7858232.00,62,
YQ43Z,Biopsy of Temporal Artery,151,1355.00,204642.00,45,
YQ50A,Peripheral Vascular Disorders with CC Score 15+,218,5686.00,1239563.00,49,
YQ50B,Peripheral Vascular Disorders with CC Score 11-14,455,2917.00,1327108.00,65,
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,751,2317.00,1740433.00,87,
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,"1,403",1909.00,2677788.00,97,"£1,047,522.97"
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,"1,554",1743.00,2708294.00,101,"£27,058.06"
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,748,1611.00,1205265.00,96,"£61,589.50"
YQ51A,Deep Vein Thrombosis with CC Score 12+,19,4755.00,90346.00,15,"£1,109,574.52"
YQ51B,Deep Vein Thrombosis with CC Score 9-11,30,2183.00,65483.00,18,"£673,774.09"
YQ51C,Deep Vein Thrombosis with CC Score 6-8,65,1881.00,122245.00,29,"£728,822.74"
YQ51D,Deep Vein Thrombosis with CC Score 3-5,140,931.00,130297.00,47,"£389,184.82"
YQ51E,Deep Vein Thrombosis with CC Score 0-2,263,611.00,160786.00,43,"£579,884.50"
YR10A,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 6+,288,3441.00,991059.00,53,"£990,373.96"
YR10B,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,245,2803.00,686716.00,53,"£1,133,737.19"
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,127,2037.00,258654.00,51,"£2,021,607.22"
YR11A,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 9+,453,4464.00,2022184.00,67,"£2,860,610.46"
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,695,2524.00,1754375.00,79,"£3,148,158.87"
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,"1,250",2067.00,2583702.00,86,"£143,610.05"
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,765,1714.00,1311305.00,86,"£1,130,611.53"
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,285,5317.00,1515335.00,54,
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of, Bioabsorbable, Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",306,3440.00,1052524.00,58,
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",403,5098.00,2054623.00,63,
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",122,3662.00,446724.00,41,
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+",399,3995.00,1594094.00,70,
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5",506,3093.00,1565124.00,85,
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2",393,2649.00,1040864.00,80,
YR16A,Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 6+,79,4966.00,392279.00,20,
YR16B,Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 0-5,67,3418.00,229035.00,17,
YR22A,Inferior Vena Cava Filter Procedures with CC Score 7+,56,5788.00,324102.00,31,
YR22B,Inferior Vena Cava Filter Procedures with CC Score 3-6,102,2132.00,217467.00,47,
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,98,1671.00,163804.00,39,
YR23A,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 5+",134,5572.00,746605.00,46,
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",146,3316.00,484194.00,56,
YR24C,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 4+,148,5067.00,749872.00,44,
YR24D,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-3,130,3204.00,416459.00,43,
YR25Z,Arteriography,889,1830.00,1626805.00,90,
YR26Z,Venography,195,2009.00,391731.00,51,
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins",110,2820.00,310160.00,41,
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins",414,1702.00,704819.00,60,
YR32Z,Sclerotherapy of Bilateral Varicose Veins,7,1028.00,7195.00,5,
YR33Z,Sclerotherapy of Unilateral Varicose Veins,69,838.00,57840.00,23,
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",583,1528.00,891100.00,97,
YR40C,"Insertion of Non-Tunnelled Central Venous Catheter, between 6 and 18 years",115,2334.00,268424.00,30,
YR40D,"Insertion of Non-Tunnelled Central Venous Catheter, 5 years and under",149,3733.00,556257.00,25,
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",550,1500.00,825112.00,69,
YR41B,"Insertion of Tunnelled Central Venous Catheter, 18 years and under",258,2179.00,562066.00,21,
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over","1,247",989.00,1233662.00,94,
YR42C,"Peripheral Insertion of Central Venous Catheter, between 6 and 18 years",161,1692.00,272360.00,24,
YR42D,"Peripheral Insertion of Central Venous Catheter, 5 years and under",113,2436.00,275218.00,21,
YR43A,"Attention to Central Venous Catheter, 19 years and over",681,502.00,341600.00,78,
YR43C,"Attention to Central Venous Catheter, between 6 and 18 years",70,1267.00,88721.00,23,
YR43D,"Attention to Central Venous Catheter, 5 years and under",58,1041.00,60392.00,21,
YR44A,"Removal of Central Venous Catheter, 19 years and over",296,810.00,239654.00,76,
YR44C,"Removal of Central Venous Catheter, between 6 and 18 years",83,1648.00,136803.00,24,
YR44D,"Removal of Central Venous Catheter, 5 years and under",97,1411.00,136862.00,22,
YR45A,"Insertion of Subcutaneous Port, 19 years and over",246,1686.00,414838.00,43,
YR45B,"Insertion of Subcutaneous Port, 18 years and under",282,2915.00,821986.00,27,
YR46Z,Attention to Subcutaneous Port,41,925.00,37910.00,16,
YR47Z,Removal of Subcutaneous Port,45,2578.00,116019.00,20,
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",694,1529.00,1061423.00,49,
YR50Z,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Peripheral Aneurysms",60,5552.00,333100.00,32,
YR51Z,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Peripheral Aneurysms",76,4191.00,318502.00,36,
YR52A,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm, with CC Score 4+",95,5512.00,523621.00,43,
